call_put,strike,mid,rate,q,spot,maturity_years
call,120.000000,0.43603028,0.010000,0.000000,100.000000,0.450000
put,120.000000,19.89724346,0.010000,0.000000,100.000000,0.450000
call,122.000000,0.32953616,0.010000,0.000000,100.000000,0.450000
put,122.000000,21.78176955,0.010000,0.000000,100.000000,0.450000
call,124.000000,0.24841467,0.010000,0.000000,100.000000,0.450000
put,124.000000,23.69166828,0.010000,0.000000,100.000000,0.450000
call,126.000000,0.18698891,0.010000,0.000000,100.000000,0.450000
put,126.000000,25.62126275,0.010000,0.000000,100.000000,0.450000
call,128.000000,0.14069935,0.010000,0.000000,100.000000,0.450000
put,128.000000,27.56599341,0.010000,0.000000,100.000000,0.450000
call,130.000000,0.10594268,0.010000,0.000000,100.000000,0.450000
put,130.000000,29.52225696,0.010000,0.000000,100.000000,0.450000
call,70.000000,30.36068813,0.010000,0.000000,100.000000,0.500000
put,70.000000,0.01156167,0.010000,0.000000,100.000000,0.500000
call,72.000000,28.38084376,0.010000,0.000000,100.000000,0.500000
put,72.000000,0.02174226,0.010000,0.000000,100.000000,0.500000
call,74.000000,26.40836998,0.010000,0.000000,100.000000,0.500000
put,74.000000,0.03929344,0.010000,0.000000,100.000000,0.500000
call,76.000000,24.44741386,0.010000,0.000000,100.000000,0.500000
put,76.000000,0.06836228,0.010000,0.000000,100.000000,0.500000
call,78.000000,22.50371365,0.010000,0.000000,100.000000,0.500000
put,78.000000,0.11468703,0.010000,0.000000,100.000000,0.500000
call,80.000000,20.58483024,0.010000,0.000000,100.000000,0.500000
put,80.000000,0.18582857,0.010000,0.000000,100.000000,0.500000
call,82.000000,18.70024678,0.010000,0.000000,100.000000,0.500000
put,82.000000,0.29127007,0.010000,0.000000,100.000000,0.500000
call,84.000000,16.86127533,0.010000,0.000000,100.000000,0.500000
put,84.000000,0.44232359,0.010000,0.000000,100.000000,0.500000
call,86.000000,15.08072876,0.010000,0.000000,100.000000,0.500000
put,86.000000,0.65180197,0.010000,0.000000,100.000000,0.500000
call,88.000000,13.37235046,0.010000,0.000000,100.000000,0.500000
put,88.000000,0.93344863,0.010000,0.000000,100.000000,0.500000
call,90.000000,11.75003751,0.010000,0.000000,100.000000,0.500000
put,90.000000,1.30116064,0.010000,0.000000,100.000000,0.500000
call,92.000000,10.22693487,0.010000,0.000000,100.000000,0.500000
put,92.000000,1.76808296,0.010000,0.000000,100.000000,0.500000
call,94.000000,8.81450886,0.010000,0.000000,100.000000,0.500000
put,94.000000,2.34568190,0.010000,0.000000,100.000000,0.500000
call,96.000000,7.52171927,0.010000,0.000000,100.000000,0.500000
put,96.000000,3.04291727,0.010000,0.000000,100.000000,0.500000
call,98.000000,6.35439712,0.010000,0.000000,100.000000,0.500000
put,98.000000,3.86562008,0.010000,0.000000,100.000000,0.500000
call,100.000000,5.31490268,0.010000,0.000000,100.000000,0.500000
put,100.000000,4.81615060,0.010000,0.000000,100.000000,0.500000
call,102.000000,4.40209335,0.010000,0.000000,100.000000,0.500000
put,102.000000,5.89336623,0.010000,0.000000,100.000000,0.500000
call,104.000000,3.61158407,0.010000,0.000000,100.000000,0.500000
put,104.000000,7.09288191,0.010000,0.000000,100.000000,0.500000
call,106.000000,2.93624332,0.010000,0.000000,100.000000,0.500000
put,106.000000,8.40756611,0.010000,0.000000,100.000000,0.500000
call,108.000000,2.36684346,0.010000,0.000000,100.000000,0.500000
put,108.000000,9.82819121,0.010000,0.000000,100.000000,0.500000
call,110.000000,1.89277607,0.010000,0.000000,100.000000,0.500000
put,110.000000,11.34414878,0.010000,0.000000,100.000000,0.500000
call,112.000000,1.50275069,0.010000,0.000000,100.000000,0.500000
put,112.000000,12.94414835,0.010000,0.000000,100.000000,0.500000
call,114.000000,1.18541373,0.010000,0.000000,100.000000,0.500000
put,114.000000,14.61683635,0.010000,0.000000,100.000000,0.500000
call,116.000000,0.92984753,0.010000,0.000000,100.000000,0.500000
put,116.000000,16.35129511,0.010000,0.000000,100.000000,0.500000
call,118.000000,0.72593289,0.010000,0.000000,100.000000,0.500000
put,118.000000,18.13740543,0.010000,0.000000,100.000000,0.500000
call,120.000000,0.56457769,0.010000,0.000000,100.000000,0.500000
put,120.000000,19.96607520,0.010000,0.000000,100.000000,0.500000
call,122.000000,0.43782777,0.010000,0.000000,100.000000,0.500000
put,122.000000,21.82935023,0.010000,0.000000,100.000000,0.500000
call,124.000000,0.33888351,0.010000,0.000000,100.000000,0.500000
put,124.000000,23.72043093,0.010000,0.000000,100.000000,0.500000
call,126.000000,0.26204815,0.010000,0.000000,100.000000,0.500000
put,126.000000,25.63362052,0.010000,0.000000,100.000000,0.500000
call,128.000000,0.20263189,0.010000,0.000000,100.000000,0.500000
put,128.000000,27.56422923,0.010000,0.000000,100.000000,0.500000
call,130.000000,0.15683238,0.010000,0.000000,100.000000,0.500000
put,130.000000,29.50845468,0.010000,0.000000,100.000000,0.500000
call,70.000000,30.40327108,0.010000,0.000000,100.000000,0.550000
put,70.000000,0.01932790,0.010000,0.000000,100.000000,0.550000
call,72.000000,28.42931069,0.010000,0.000000,100.000000,0.550000
put,72.000000,0.03439769,0.010000,0.000000,100.000000,0.550000
call,74.000000,26.46496313,0.010000,0.000000,100.000000,0.550000
put,74.000000,0.05908033,0.010000,0.000000,100.000000,0.550000
call,76.000000,24.51493743,0.010000,0.000000,100.000000,0.550000
put,76.000000,0.09808483,0.010000,0.000000,100.000000,0.550000
call,78.000000,22.58545800,0.010000,0.000000,100.000000,0.550000
put,78.000000,0.15763559,0.010000,0.000000,100.000000,0.550000
call,80.000000,20.68439176,0.010000,0.000000,100.000000,0.550000
put,80.000000,0.24559955,0.010000,0.000000,100.000000,0.550000
call,82.000000,18.82124080,0.010000,0.000000,100.000000,0.550000
put,82.000000,0.37147878,0.010000,0.000000,100.000000,0.550000
call,84.000000,17.00696195,0.010000,0.000000,100.000000,0.550000
put,84.000000,0.54623012,0.010000,0.000000,100.000000,0.550000
call,86.000000,15.25359524,0.010000,0.000000,100.000000,0.550000
put,86.000000,0.78189361,0.010000,0.000000,100.000000,0.550000
call,88.000000,13.57371157,0.010000,0.000000,100.000000,0.550000
put,88.000000,1.09104013,0.010000,0.000000,100.000000,0.550000
call,90.000000,11.97972148,0.010000,0.000000,100.000000,0.550000
put,90.000000,1.48608023,0.010000,0.000000,100.000000,0.550000
call,92.000000,10.48311429,0.010000,0.000000,100.000000,0.550000
put,92.000000,1.97850325,0.010000,0.000000,100.000000,0.550000
call,94.000000,9.09371364,0.010000,0.000000,100.000000,0.550000
put,94.000000,2.57813279,0.010000,0.000000,100.000000,0.550000
call,96.000000,7.81903739,0.010000,0.000000,100.000000,0.550000
put,96.000000,3.29248673,0.010000,0.000000,100.000000,0.550000
call,98.000000,6.66383647,0.010000,0.000000,100.000000,0.550000
put,98.000000,4.12631601,0.010000,0.000000,100.000000,0.550000
call,100.000000,5.62986086,0.010000,0.000000,100.000000,0.550000
put,100.000000,5.08137059,0.010000,0.000000,100.000000,0.550000
call,102.000000,4.71586771,0.010000,0.000000,100.000000,0.550000
put,102.000000,6.15640764,0.010000,0.000000,100.000000,0.550000
call,104.000000,3.91785384,0.010000,0.000000,100.000000,0.550000
put,104.000000,7.34742396,0.010000,0.000000,100.000000,0.550000
call,106.000000,3.22946768,0.010000,0.000000,100.000000,0.550000
put,106.000000,8.64806800,0.010000,0.000000,100.000000,0.550000
call,108.000000,2.64253954,0.010000,0.000000,100.000000,0.550000
put,108.000000,10.05017005,0.010000,0.000000,100.000000,0.550000
call,110.000000,2.14766357,0.010000,0.000000,100.000000,0.550000
put,110.000000,11.54432428,0.010000,0.000000,100.000000,0.550000
call,112.000000,1.73477084,0.010000,0.000000,100.000000,0.550000
put,112.000000,13.12046174,0.010000,0.000000,100.000000,0.550000
call,114.000000,1.39364496,0.010000,0.000000,100.000000,0.550000
put,114.000000,14.76836605,0.010000,0.000000,100.000000,0.550000
call,116.000000,1.11434861,0.010000,0.000000,100.000000,0.550000
put,116.000000,16.47809990,0.010000,0.000000,100.000000,0.550000
call,118.000000,0.88754573,0.010000,0.000000,100.000000,0.550000
put,118.000000,18.24032721,0.010000,0.000000,100.000000,0.550000
call,120.000000,0.70471842,0.010000,0.000000,100.000000,0.550000
put,120.000000,20.04653010,0.010000,0.000000,100.000000,0.550000
call,122.000000,0.55828830,0.010000,0.000000,100.000000,0.550000
put,122.000000,21.88913017,0.010000,0.000000,100.000000,0.550000
call,124.000000,0.44165831,0.010000,0.000000,100.000000,0.550000
put,124.000000,23.76153038,0.010000,0.000000,100.000000,0.550000
call,126.000000,0.34919376,0.010000,0.000000,100.000000,0.550000
put,126.000000,25.65809602,0.010000,0.000000,100.000000,0.550000
call,128.000000,0.27616113,0.010000,0.000000,100.000000,0.550000
put,128.000000,27.57409359,0.010000,0.000000,100.000000,0.550000
call,130.000000,0.21864110,0.010000,0.000000,100.000000,0.550000
put,130.000000,29.50560376,0.010000,0.000000,100.000000,0.550000
call,70.000000,30.44869823,0.010000,0.000000,100.000000,0.600000
put,70.000000,0.02995571,0.010000,0.000000,100.000000,0.600000
call,72.000000,28.48161761,0.010000,0.000000,100.000000,0.600000
put,72.000000,0.05091102,0.010000,0.000000,100.000000,0.600000
call,74.000000,26.52646810,0.010000,0.000000,100.000000,0.600000
put,74.000000,0.08379744,0.010000,0.000000,100.000000,0.600000
call,76.000000,24.58840255,0.010000,0.000000,100.000000,0.600000
put,76.000000,0.13376782,0.010000,0.000000,100.000000,0.600000
call,78.000000,22.67397674,0.010000,0.000000,100.000000,0.600000
put,78.000000,0.20737793,0.010000,0.000000,100.000000,0.600000
call,80.000000,20.79119303,0.010000,0.000000,100.000000,0.600000
put,80.000000,0.31263015,0.010000,0.000000,100.000000,0.600000
call,82.000000,18.94941713,0.010000,0.000000,100.000000,0.600000
put,82.000000,0.45889019,0.010000,0.000000,100.000000,0.600000
call,84.000000,17.15914611,0.010000,0.000000,100.000000,0.600000
put,84.000000,0.65665510,0.010000,0.000000,100.000000,0.600000
call,86.000000,15.43162459,0.010000,0.000000,100.000000,0.600000
put,86.000000,0.91716950,0.010000,0.000000,100.000000,0.600000
call,88.000000,13.77832859,0.010000,0.000000,100.000000,0.600000
put,88.000000,1.25190942,0.010000,0.000000,100.000000,0.600000
call,90.000000,12.21035879,0.010000,0.000000,100.000000,0.600000
put,90.000000,1.67197555,0.010000,0.000000,100.000000,0.600000
call,92.000000,10.73780258,0.010000,0.000000,100.000000,0.600000
put,92.000000,2.18745528,0.010000,0.000000,100.000000,0.600000
call,94.000000,9.36913257,0.010000,0.000000,100.000000,0.600000
put,94.000000,2.80682119,0.010000,0.000000,100.000000,0.600000
call,96.000000,8.11070691,0.010000,0.000000,100.000000,0.600000
put,96.000000,3.53643146,0.010000,0.000000,100.000000,0.600000
call,98.000000,6.96642391,0.010000,0.000000,100.000000,0.600000
put,98.000000,4.38018438,0.010000,0.000000,100.000000,0.600000
call,100.000000,5.93756221,0.010000,0.000000,100.000000,0.600000
put,100.000000,5.33935861,0.010000,0.000000,100.000000,0.600000
call,102.000000,5.02281338,0.010000,0.000000,100.000000,0.600000
put,102.000000,6.41264571,0.010000,0.000000,100.000000,0.600000
call,104.000000,4.21848983,0.010000,0.000000,100.000000,0.600000
put,104.000000,7.59635809,0.010000,0.000000,100.000000,0.600000
call,106.000000,3.51887231,0.010000,0.000000,100.000000,0.600000
put,106.000000,8.88477650,0.010000,0.000000,100.000000,0.600000
call,108.000000,2.91664970,0.010000,0.000000,100.000000,0.600000
put,108.000000,10.27058981,0.010000,0.000000,100.000000,0.600000
call,110.000000,2.40340065,0.010000,0.000000,100.000000,0.600000
put,110.000000,11.74537669,0.010000,0.000000,100.000000,0.600000
call,112.000000,1.97007051,0.010000,0.000000,100.000000,0.600000
put,112.000000,13.30008248,0.010000,0.000000,100.000000,0.600000
call,114.000000,1.60740601,0.010000,0.000000,100.000000,0.600000
put,114.000000,14.92545392,0.010000,0.000000,100.000000,0.600000
call,116.000000,1.30632222,0.010000,0.000000,100.000000,0.600000
put,116.000000,16.61240605,0.010000,0.000000,100.000000,0.600000
call,118.000000,1.05818822,0.010000,0.000000,100.000000,0.600000
put,118.000000,18.35230798,0.010000,0.000000,100.000000,0.600000
call,120.000000,0.85502906,0.010000,0.000000,100.000000,0.600000
put,120.000000,20.13718474,0.010000,0.000000,100.000000,0.600000
call,122.000000,0.68964944,0.010000,0.000000,100.000000,0.600000
put,122.000000,21.95984105,0.010000,0.000000,100.000000,0.600000
call,124.000000,0.55569040,0.010000,0.000000,100.000000,0.600000
put,124.000000,23.81391794,0.010000,0.000000,100.000000,0.600000
call,126.000000,0.44763256,0.010000,0.000000,100.000000,0.600000
put,126.000000,25.69389603,0.010000,0.000000,100.000000,0.600000
call,128.000000,0.36076027,0.010000,0.000000,100.000000,0.600000
put,128.000000,27.59505967,0.010000,0.000000,100.000000,0.600000
call,130.000000,0.29109973,0.010000,0.000000,100.000000,0.600000
put,130.000000,29.51343506,0.010000,0.000000,100.000000,0.600000
call,70.000000,30.49729055,0.010000,0.000000,100.000000,0.650000
put,70.000000,0.04376610,0.010000,0.000000,100.000000,0.650000
call,72.000000,28.53801155,0.010000,0.000000,100.000000,0.650000
put,72.000000,0.07152926,0.010000,0.000000,100.000000,0.650000
call,74.000000,26.59299081,0.010000,0.000000,100.000000,0.650000
put,74.000000,0.11355068,0.010000,0.000000,100.000000,0.650000
call,76.000000,24.66771296,0.010000,0.000000,100.000000,0.650000
put,76.000000,0.17531498,0.010000,0.000000,100.000000,0.650000
call,78.000000,22.76893352,0.010000,0.000000,100.000000,0.650000
put,78.000000,0.26357770,0.010000,0.000000,100.000000,0.650000
call,80.000000,20.90465881,0.010000,0.000000,100.000000,0.650000
put,80.000000,0.38634516,0.010000,0.000000,100.000000,0.650000
call,82.000000,19.08401151,0.010000,0.000000,100.000000,0.650000
put,82.000000,0.55274002,0.010000,0.000000,100.000000,0.650000
call,84.000000,17.31697191,0.010000,0.000000,100.000000,0.650000
put,84.000000,0.77274257,0.010000,0.000000,100.000000,0.650000
call,86.000000,15.61400083,0.010000,0.000000,100.000000,0.650000
put,86.000000,1.05681365,0.010000,0.000000,100.000000,0.650000
call,88.000000,13.98556748,0.010000,0.000000,100.000000,0.650000
put,88.000000,1.41542246,0.010000,0.000000,100.000000,0.650000
call,90.000000,12.44162086,0.010000,0.000000,100.000000,0.650000
put,90.000000,1.85851800,0.010000,0.000000,100.000000,0.650000
call,92.000000,10.99105466,0.010000,0.000000,100.000000,0.650000
put,92.000000,2.39499395,0.010000,0.000000,100.000000,0.650000
call,94.000000,9.64121856,0.010000,0.000000,100.000000,0.650000
put,94.000000,3.03220001,0.010000,0.000000,100.000000,0.650000
call,96.000000,8.39752499,0.010000,0.000000,100.000000,0.650000
put,96.000000,3.77554860,0.010000,0.000000,100.000000,0.650000
call,98.000000,7.26318836,0.010000,0.000000,100.000000,0.650000
put,98.000000,4.62825414,0.010000,0.000000,100.000000,0.650000
call,100.000000,6.23911735,0.010000,0.000000,100.000000,0.650000
put,100.000000,5.59122528,0.010000,0.000000,100.000000,0.650000
call,102.000000,5.32396203,0.010000,0.000000,100.000000,0.650000
put,102.000000,6.66311212,0.010000,0.000000,100.000000,0.650000
call,104.000000,4.51430037,0.010000,0.000000,100.000000,0.650000
put,104.000000,7.84049261,0.010000,0.000000,100.000000,0.650000
call,106.000000,3.80493512,0.010000,0.000000,100.000000,0.650000
put,106.000000,9.11816952,0.010000,0.000000,100.000000,0.650000
call,108.000000,3.18926396,0.010000,0.000000,100.000000,0.650000
put,108.000000,10.48954053,0.010000,0.000000,100.000000,0.650000
call,110.000000,2.65968375,0.010000,0.000000,100.000000,0.650000
put,110.000000,11.94700248,0.010000,0.000000,100.000000,0.650000
call,112.000000,2.20799254,0.010000,0.000000,100.000000,0.650000
put,112.000000,13.48235342,0.010000,0.000000,100.000000,0.650000
call,114.000000,1.82575986,0.010000,0.000000,100.000000,0.650000
put,114.000000,15.08716290,0.010000,0.000000,100.000000,0.650000
call,116.000000,1.50464453,0.010000,0.000000,100.000000,0.650000
put,116.000000,16.75308973,0.010000,0.000000,100.000000,0.650000
call,118.000000,1.23664814,0.010000,0.000000,100.000000,0.650000
put,118.000000,18.47213550,0.010000,0.000000,100.000000,0.650000
call,120.000000,1.01430113,0.010000,0.000000,100.000000,0.650000
put,120.000000,20.23683065,0.010000,0.000000,100.000000,0.650000
call,122.000000,0.83078425,0.010000,0.000000,100.000000,0.650000
put,122.000000,22.04035592,0.010000,0.000000,100.000000,0.650000
call,124.000000,0.67999340,0.010000,0.000000,100.000000,0.650000
put,124.000000,23.87660724,0.010000,0.000000,100.000000,0.650000
call,126.000000,0.55655782,0.010000,0.000000,100.000000,0.650000
put,126.000000,25.74021381,0.010000,0.000000,100.000000,0.650000
call,128.000000,0.45582259,0.010000,0.000000,100.000000,0.650000
put,128.000000,27.62652074,0.010000,0.000000,100.000000,0.650000
call,130.000000,0.37380619,0.010000,0.000000,100.000000,0.650000
put,130.000000,29.53154650,0.010000,0.000000,100.000000,0.650000
call,70.000000,30.54929562,0.010000,0.000000,100.000000,0.700000
put,70.000000,0.06100663,0.010000,0.000000,100.000000,0.700000
call,72.000000,28.59864946,0.010000,0.000000,100.000000,0.700000
put,72.000000,0.09640935,0.010000,0.000000,100.000000,0.700000
call,74.000000,26.66454667,0.010000,0.000000,100.000000,0.700000
put,74.000000,0.14835545,0.010000,0.000000,100.000000,0.700000
call,76.000000,24.75270310,0.010000,0.000000,100.000000,0.700000
put,76.000000,0.22256076,0.010000,0.000000,100.000000,0.700000
call,78.000000,22.86996600,0.010000,0.000000,100.000000,0.700000
put,78.000000,0.32587255,0.010000,0.000000,100.000000,0.700000
call,80.000000,21.02424709,0.010000,0.000000,100.000000,0.700000
put,80.000000,0.46620253,0.010000,0.000000,100.000000,0.700000
call,82.000000,19.22435572,0.010000,0.000000,100.000000,0.700000
put,82.000000,0.65236004,0.010000,0.000000,100.000000,0.700000
call,84.000000,17.47973030,0.010000,0.000000,100.000000,0.700000
put,84.000000,0.89378351,0.010000,0.000000,100.000000,0.700000
call,86.000000,15.80007887,0.010000,0.000000,100.000000,0.700000
put,86.000000,1.20018097,0.010000,0.000000,100.000000,0.700000
call,88.000000,14.19495283,0.010000,0.000000,100.000000,0.700000
put,88.000000,1.58110381,0.010000,0.000000,100.000000,0.700000
call,90.000000,12.67328839,0.010000,0.000000,100.000000,0.700000
put,90.000000,2.04548825,0.010000,0.000000,100.000000,0.700000
call,92.000000,11.24295694,0.010000,0.000000,100.000000,0.700000
put,92.000000,2.60120569,0.010000,0.000000,100.000000,0.700000
call,94.000000,9.91036599,0.010000,0.000000,100.000000,0.700000
put,94.000000,3.25466362,0.010000,0.000000,100.000000,0.700000
call,96.000000,8.68014743,0.010000,0.000000,100.000000,0.700000
put,96.000000,4.01049396,0.010000,0.000000,100.000000,0.700000
call,98.000000,7.55495972,0.010000,0.000000,100.000000,0.700000
put,98.000000,4.87135512,0.010000,0.000000,100.000000,0.700000
call,100.000000,6.53541713,0.010000,0.000000,100.000000,0.700000
put,100.000000,5.83786142,0.010000,0.000000,100.000000,0.700000
call,102.000000,5.62014532,0.010000,0.000000,100.000000,0.700000
put,102.000000,6.90863850,0.010000,0.000000,100.000000,0.700000
call,104.000000,4.80594917,0.010000,0.000000,100.000000,0.700000
put,104.000000,8.08049124,0.010000,0.000000,100.000000,0.700000
call,106.000000,4.08806910,0.010000,0.000000,100.000000,0.700000
put,106.000000,9.34866005,0.010000,0.000000,100.000000,0.700000
call,108.000000,3.46049651,0.010000,0.000000,100.000000,0.700000
put,108.000000,10.70713635,0.010000,0.000000,100.000000,0.700000
call,110.000000,2.91631718,0.010000,0.000000,100.000000,0.700000
put,110.000000,12.14900591,0.010000,0.000000,100.000000,0.700000
call,112.000000,2.44805396,0.010000,0.000000,100.000000,0.700000
put,112.000000,13.66679157,0.010000,0.000000,100.000000,0.700000
call,114.000000,2.04798513,0.010000,0.000000,100.000000,0.700000
put,114.000000,15.25277162,0.010000,0.000000,100.000000,0.700000
call,116.000000,1.70842132,0.010000,0.000000,100.000000,0.700000
put,116.000000,16.89925670,0.010000,0.000000,100.000000,0.700000
call,118.000000,1.42193108,0.010000,0.000000,100.000000,0.700000
put,118.000000,18.59881534,0.010000,0.000000,100.000000,0.700000
call,120.000000,1.18151118,0.010000,0.000000,100.000000,0.700000
put,120.000000,20.34444434,0.010000,0.000000,100.000000,0.700000
call,122.000000,0.98070354,0.010000,0.000000,100.000000,0.700000
put,122.000000,22.12968558,0.010000,0.000000,100.000000,0.700000
call,124.000000,0.81366379,0.010000,0.000000,100.000000,0.700000
put,124.000000,23.94869471,0.010000,0.000000,100.000000,0.700000
call,126.000000,0.67518934,0.010000,0.000000,100.000000,0.700000
put,126.000000,25.79626915,0.010000,0.000000,100.000000,0.700000
call,128.000000,0.56071526,0.010000,0.000000,100.000000,0.700000
put,128.000000,27.66784396,0.010000,0.000000,100.000000,0.700000
call,130.000000,0.46628657,0.010000,0.000000,100.000000,0.700000
put,130.000000,29.55946415,0.010000,0.000000,100.000000,0.700000
call,70.000000,30.60489424,0.010000,0.000000,100.000000,0.750000
put,70.000000,0.08185808,0.010000,0.000000,100.000000,0.750000
call,72.000000,28.66361481,0.010000,0.000000,100.000000,0.750000
put,72.000000,0.12563476,0.010000,0.000000,100.000000,0.750000
call,74.000000,26.74108518,0.010000,0.000000,100.000000,0.750000
put,74.000000,0.18816124,0.010000,0.000000,100.000000,0.750000
call,76.000000,24.84316541,0.010000,0.000000,100.000000,0.750000
put,76.000000,0.27529758,0.010000,0.000000,100.000000,0.750000
call,78.000000,22.97670813,0.010000,0.000000,100.000000,0.750000
put,78.000000,0.39389640,0.010000,0.000000,100.000000,0.750000
call,80.000000,21.14945849,0.010000,0.000000,100.000000,0.750000
put,80.000000,0.55170288,0.010000,0.000000,100.000000,0.750000
call,82.000000,19.36986898,0.010000,0.000000,100.000000,0.750000
put,82.000000,0.75716947,0.010000,0.000000,100.000000,0.750000
call,84.000000,17.64683202,0.010000,0.000000,100.000000,0.750000
put,84.000000,1.01918862,0.010000,0.000000,100.000000,0.750000
call,86.000000,15.98934404,0.010000,0.000000,100.000000,0.750000
put,86.000000,1.34675676,0.010000,0.000000,100.000000,0.750000
call,88.000000,14.40612387,0.010000,0.000000,100.000000,0.750000
put,88.000000,1.74859269,0.010000,0.000000,100.000000,0.750000
call,90.000000,12.90521569,0.010000,0.000000,100.000000,0.750000
put,90.000000,2.23274062,0.010000,0.000000,100.000000,0.750000
call,92.000000,11.49361044,0.010000,0.000000,100.000000,0.750000
put,92.000000,2.80619148,0.010000,0.000000,100.000000,0.750000
call,94.000000,10.17691832,0.010000,0.000000,100.000000,0.750000
put,94.000000,3.47455548,0.010000,0.000000,100.000000,0.750000
call,96.000000,8.95912031,0.010000,0.000000,100.000000,0.750000
put,96.000000,4.24181357,0.010000,0.000000,100.000000,0.750000
call,98.000000,7.84241761,0.010000,0.000000,100.000000,0.750000
put,98.000000,5.11016698,0.010000,0.000000,100.000000,0.750000
call,100.000000,6.82718766,0.010000,0.000000,100.000000,0.750000
put,100.000000,6.07999315,0.010000,0.000000,100.000000,0.750000
call,102.000000,5.91204403,0.010000,0.000000,100.000000,0.750000
put,102.000000,7.14990562,0.010000,0.000000,100.000000,0.750000
call,104.000000,5.09398792,0.010000,0.000000,100.000000,0.750000
put,104.000000,8.31690562,0.010000,0.000000,100.000000,0.750000
call,106.000000,4.36863167,0.010000,0.000000,100.000000,0.750000
put,106.000000,9.57660548,0.010000,0.000000,100.000000,0.750000
call,108.000000,3.73047029,0.010000,0.000000,100.000000,0.750000
put,108.000000,10.92350021,0.010000,0.000000,100.000000,0.750000
call,110.000000,3.17317634,0.010000,0.000000,100.000000,0.750000
put,110.000000,12.35126237,0.010000,0.000000,100.000000,0.750000
call,112.000000,2.68989478,0.010000,0.000000,100.000000,0.750000
put,112.000000,13.85303692,0.010000,0.000000,100.000000,0.750000
call,114.000000,2.27351905,0.010000,0.000000,100.000000,0.750000
put,114.000000,15.42171730,0.010000,0.000000,100.000000,0.750000
call,116.000000,1.91693386,0.010000,0.000000,100.000000,0.750000
put,116.000000,17.05018822,0.010000,0.000000,100.000000,0.750000
call,118.000000,1.61321632,0.010000,0.000000,100.000000,0.750000
put,118.000000,18.73152679,0.010000,0.000000,100.000000,0.750000
call,120.000000,1.35579163,0.010000,0.000000,100.000000,0.750000
put,120.000000,20.45915821,0.010000,0.000000,100.000000,0.750000
call,122.000000,1.13854393,0.010000,0.000000,100.000000,0.750000
put,122.000000,22.22696662,0.010000,0.000000,100.000000,0.750000
call,124.000000,0.95588606,0.010000,0.000000,100.000000,0.750000
put,124.000000,24.02936485,0.010000,0.000000,100.000000,0.750000
call,126.000000,0.80279380,0.010000,0.000000,100.000000,0.750000
put,126.000000,25.86132871,0.010000,0.000000,100.000000,0.750000
call,128.000000,0.67481148,0.010000,0.000000,100.000000,0.750000
put,128.000000,27.71840249,0.010000,0.000000,100.000000,0.750000
call,130.000000,0.56803548,0.010000,0.000000,100.000000,0.750000
put,130.000000,29.59668260,0.010000,0.000000,100.000000,0.750000
call,70.000000,30.66420922,0.010000,0.000000,100.000000,0.800000
put,70.000000,0.10644326,0.010000,0.000000,100.000000,0.800000
call,72.000000,28.73293308,0.010000,0.000000,100.000000,0.800000
put,72.000000,0.15923094,0.010000,0.000000,100.000000,0.800000
call,74.000000,26.82250945,0.010000,0.000000,100.000000,0.800000
put,74.000000,0.23287115,0.010000,0.000000,100.000000,0.800000
call,76.000000,24.93886940,0.010000,0.000000,100.000000,0.800000
put,76.000000,0.33329493,0.010000,0.000000,100.000000,0.800000
call,78.000000,23.08880334,0.010000,0.000000,100.000000,0.800000
put,78.000000,0.46729270,0.010000,0.000000,100.000000,0.800000
call,80.000000,21.27983896,0.010000,0.000000,100.000000,0.800000
put,80.000000,0.64239214,0.010000,0.000000,100.000000,0.800000
call,82.000000,19.52004755,0.010000,0.000000,100.000000,0.800000
put,82.000000,0.86666456,0.010000,0.000000,100.000000,0.800000
call,84.000000,17.81778504,0.010000,0.000000,100.000000,0.800000
put,84.000000,1.14846589,0.010000,0.000000,100.000000,0.800000
call,86.000000,16.18138200,0.010000,0.000000,100.000000,0.800000
put,86.000000,1.49612667,0.010000,0.000000,100.000000,0.800000
call,88.000000,14.61880384,0.010000,0.000000,100.000000,0.800000
put,88.000000,1.91761235,0.010000,0.000000,100.000000,0.800000
call,90.000000,13.13730736,0.010000,0.000000,100.000000,0.800000
put,90.000000,2.42017970,0.010000,0.000000,100.000000,0.800000
call,92.000000,11.74312105,0.010000,0.000000,100.000000,0.800000
put,92.000000,3.01005722,0.010000,0.000000,100.000000,0.800000
call,94.000000,10.44117525,0.010000,0.000000,100.000000,0.800000
put,94.000000,3.69217524,0.010000,0.000000,100.000000,0.800000
call,96.000000,9.23490308,0.010000,0.000000,100.000000,0.800000
put,96.000000,4.46996690,0.010000,0.000000,100.000000,0.800000
call,98.000000,8.12612598,0.010000,0.000000,100.000000,0.800000
put,98.000000,5.34525364,0.010000,0.000000,100.000000,0.800000
call,100.000000,7.11502906,0.010000,0.000000,100.000000,0.800000
put,100.000000,6.31822054,0.010000,0.000000,100.000000,0.800000
call,102.000000,6.20022274,0.010000,0.000000,100.000000,0.800000
put,102.000000,7.38747805,0.010000,0.000000,100.000000,0.800000
call,104.000000,5.37888006,0.010000,0.000000,100.000000,0.800000
put,104.000000,8.55019921,0.010000,0.000000,100.000000,0.800000
call,106.000000,4.64693303,0.010000,0.000000,100.000000,0.800000
put,106.000000,9.80231601,0.010000,0.000000,100.000000,0.800000
call,108.000000,3.99930862,0.010000,0.000000,100.000000,0.800000
